apt_name,address,build_year,total_households,total_floor_area,prop_under_60,prop_60_to_85,prop_85_to_135,prop_over_135,latitude,longitude
개봉건영,서울특별시 구로구 고척로21나길 85-6,1994,209,24523.0,0.0,100.0,0.0,0.0,37.5011622,126.8406749
잠원한신그린,서울특별시 서초구 신반포로33길 71,1993,150,17968.0,0.0,100.0,0.0,0.0,37.5133709,127.0078749
명일삼익그린11차,서울특별시 강동구 명일로 376,1986,152,18346.0,0.0,60.5,39.5,0.0,37.5518066,127.1504982
여의도초원,서울특별시 영등포구 국회대로76가길 11,1971,153,13657.0,0.0,100.0,0.0,0.0,37.5309637,126.9231927
엠브이아파트,서울특별시 서초구 고무래로10길 39,1994,154,21910.0,35.1,39.0,26.0,0.0,37.4992014,127.0102751
신도림우성5차,서울특별시 구로구 신도림로21길 21,1994,154,16328.0,36.4,63.6,0.0,0.0,37.5127235,126.8837922
유원목동,서울특별시 양천구 신목로 77,1990,156,16977.0,0.0,100.0,0.0,0.0,37.5217974,126.8736268
천호현대,서울특별시 강동구 진황도로 47-2,1990,156,13497.0,30.8,69.2,0.0,0.0,37.5383992,127.1329005
중화극동,서울특별시 중랑구 봉화산로27길 32,1991,156,17030.0,0.0,100.0,0.0,0.0,37.6036519,127.0837949
자양한강극동,서울특별시 광진구 능동로3길 53,1991,158,17449.0,0.0,100.0,0.0,0.0,37.5336956,127.0644764
가락현대6차,서울특별시 송파구 송이로19길 8,1991,160,17690.0,0.0,100.0,0.0,0.0,37.4972327,127.1226268
여의도화랑,서울특별시 영등포구 국제금융로7가길 21,1977,160,20628.0,0.0,0.0,75.0,25.0,37.5221449,126.9355476
문래진주,서울특별시 영등포구 선유로9길 31,1984,160,20732.0,0.0,50.0,50.0,0.0,37.5171755,126.8847882
신길삼두,서울특별시 영등포구 여의대방로61길 19,1987,160,10684.0,100.0,0.0,0.0,0.0,37.5143228,126.9238594
경남아파트-응암경남,서울특별시 은평구 가좌로7나길 35,1995,160,17366.0,39.4,60.6,0.0,0.0,37.5833193,126.9203156
방화진로,서울특별시 강서구 금낭화로 258,1994,160,20959.0,0.0,100.0,0.0,0.0,37.5770526,126.8084237
길동우성1차,서울특별시 강동구 천중로49길 58,1989,162,16822.0,0.0,100.0,0.0,0.0,37.5432755,127.1445299
아남,서울특별시 서초구 사임당로23길 53,1989,166,17317.0,0.0,100.0,0.0,0.0,37.4929518,127.020739
문래현대3차,서울특별시 영등포구 선유서로 6,1991,166,18872.0,0.0,100.0,0.0,0.0,37.5161019,126.8844422
뉴신사신성아파트,서울특별시 은평구 은평터널로 163,1993,167,20138.0,0.0,100.0,0.0,0.0,37.5935011,126.9062236
중계성원2차,서울특별시 노원구 덕릉로89길 8,1995,167,20280.0,44.3,34.1,21.6,0.0,37.6611671,127.0752242
방학극동아파트,서울특별시 도봉구 시루봉로11길 25-5,1993,167,20806.0,0.0,100.0,0.0,0.0,37.6645017,127.0268136
삼성청구타운,서울특별시 강남구 영동대로128길 5,1992,167,20121.0,0.0,100.0,0.0,0.0,37.5197827,127.0583783
반포삼호가든맨션5차,서울특별시 서초구 서초중앙로 242,1986,168,27653.0,0.0,0.0,25.0,75.0,37.5039415,127.0115013
등촌현대1차(한마음),서울특별시 강서구 공항대로45길 24,1995,170,21399.0,0.0,100.0,0.0,0.0,37.5559066,126.8553276
상계마들,서울특별시 노원구 덕릉로70가길 101,1988,170,9801.0,100.0,0.0,0.0,0.0,37.6416927,127.0569566
경향파크아파트,,1989,171,21424.0,0.0,75.4,24.6,0.0,37.6103948,126.9059489
신대방신동아,서울특별시 동작구 여의대방로22아길 22,1993,171,11953.0,100.0,0.0,0.0,0.0,37.4965836,126.9240174
용마동아아파트,서울특별시 중랑구 용마산로62길 43,1993,174,19822.0,0.0,100.0,0.0,0.0,37.5786737,127.0944957
신대방우성2차,서울특별시 동작구 여의대방로 8,1995,174,24661.0,37.4,40.8,0.0,21.8,37.4920816,126.9115326
신반포한신14차,,1983,178,20673.0,0.0,0.0,100.0,0.0,37.5087932,127.002301
삼성하나로,서울특별시 강서구 양천로73길 5,1994,178,18408.0,53.9,46.1,0.0,0.0,37.5515375,126.8722863
개포우성5차,서울특별시 강남구 언주로29길 34,1986,180,17550.0,0.0,100.0,0.0,0.0,37.4859774,127.0475885
신반포15차아파트,,1982,180,37995.0,0.0,0.0,16.7,83.3,37.5038318,126.9936943
홍은풍림1차,서울특별시 서대문구 통일로48가길 37,1988,181,16198.0,60.2,39.8,0.0,0.0,37.5949317,126.9420732
자양현대,서울특별시 광진구 뚝섬로56길 72,1993,182,21455.0,0.0,100.0,0.0,0.0,37.5281212,127.0824168
공덕현대,서울특별시 마포구 마포대로11길 73,1989,183,18353.0,14.2,85.8,0.0,0.0,37.5482962,126.9501318
염창우성2차,서울특별시 강서구 양천로67길 54,1992,186,19141.0,0.0,100.0,0.0,0.0,37.5556867,126.8695201
문래한신,서울특별시 영등포구 선유서로 35,1985,186,20288.0,25.8,32.3,41.9,0.0,37.5193166,126.8840481
쌍문현대2차,서울특별시 도봉구 시루봉로6길 53,1993,192,19497.0,0.0,100.0,0.0,0.0,37.6593237,127.0300422
서울아파트관리사무소,서울특별시 영등포구 여의나루로 121,1976,192,35579.0,0.0,0.0,0.0,100.0,37.5270586,126.9311508
이촌반도,서울특별시 용산구 이촌로 324-10,1977,192,35955.0,0.0,0.0,0.0,100.0,37.5170003,126.9819539
중계진로유통조합아파트(중계진로대림아파트),서울특별시 노원구 중계로14가길 5,1992,192,19467.0,21.4,78.6,0.0,0.0,37.6486779,127.0820882
둔촌현대2차,서울특별시 강동구 풍성로65길 34,1988,196,19769.0,20.4,79.6,0.0,0.0,37.5300052,127.1408785
염창우성3차,서울특별시 강서구 공항대로63길 14,1993,196,23276.0,0.0,100.0,0.0,0.0,37.5512975,126.8674295
여의도장미,서울특별시 영등포구 국제금융로7길 32,1978,196,32282.0,0.0,0.0,57.1,42.9,37.5234281,126.9342433
도곡대림,,1992,197,22757.0,0.0,100.0,0.0,0.0,37.4866347,127.040409
천호코오롱,서울특별시 강동구 진황도로 12,1988,198,19014.0,55.6,44.4,0.0,0.0,37.5394858,127.1283799
개포현대3차,서울특별시 강남구 개포로 409,1986,198,33306.0,0.0,27.3,18.2,54.5,37.4878695,127.0613626
신반포한신23차,,1983,200,13005.0,100.0,0.0,0.0,0.0,37.5094382,127.0011826
당산삼익,서울특별시 영등포구 국회대로 552,1979,176,26886.0,0.6,99.4,0.0,0.0,37.5279629,126.8953498
신월서울가든,서울특별시 양천구 중앙로53길 5,1985,200,24595.0,0.0,20.0,80.0,0.0,37.5252901,126.848656
자양한강현대,서울특별시 광진구 능동로 19,1993,204,24323.0,0.0,100.0,0.0,0.0,37.5330936,127.066837
안암삼익,서울특별시 성북구 안암로9길 30,1983,204,29564.0,0.0,0.0,52.9,47.1,37.5818996,127.0248881
도봉극동아파트,서울특별시 도봉구 도봉로180길 77,1991,205,22949.0,0.0,100.0,0.0,0.0,37.6825214,127.0496186
신동아아파트,서울특별시 은평구 백련산로 127,1990,206,15547.0,100.0,0.0,0.0,0.0,37.5969983,126.923497
잠원한신로얄,서울특별시 서초구 신반포로33길 64,1992,208,23733.0,0.0,100.0,0.0,0.0,37.5135903,127.009318
현대강변,서울특별시 광진구 자양로3가길 43,1991,208,22658.0,0.0,100.0,0.0,0.0,37.5283974,127.0856424
신정대림,서울특별시 양천구 신목로5길 9,1992,210,22743.0,0.0,100.0,0.0,0.0,37.5178406,126.8740132
가락현대5차,서울특별시 송파구 오금로 370,1986,210,21361.0,21.0,79.0,0.0,0.0,37.4995774,127.1310772
중계현대1차,서울특별시 노원구 중계로8길 106,1993,211,23324.0,0.0,100.0,0.0,0.0,37.6486998,127.0849795
도곡현대,서울특별시 강남구 도곡로18길 34,1994,211,25346.0,0.0,100.0,0.0,0.0,37.4892623,127.0387604
청담2차현대아파트,서울특별시 강남구 선릉로 748,1988,214,23748.0,0.0,100.0,0.0,0.0,37.5215554,127.0407663
신길우창,,1983,214,18782.0,33.6,66.4,0.0,0.0,37.4973055,126.9123051
오금삼성,서울특별시 송파구 문정로 197,1989,215,22540.0,0.0,100.0,0.0,0.0,37.4964677,127.1390705
상계수락현대,서울특별시 노원구 동일로242길 95,1995,216,25256.0,0.0,100.0,0.0,0.0,37.6753305,127.0599531
성수현대,서울특별시 성동구 서울숲길 25,1990,217,21431.0,24.9,75.1,0.0,0.0,37.548195,127.0409089
신정현대,서울특별시 양천구 신목로 23,1995,217,28671.0,0.0,100.0,0.0,0.0,37.5171463,126.8744771
보문아남,서울특별시 성북구 보문사길 112,1994,218,25716.0,0.0,100.0,0.0,0.0,37.5812555,127.0173522
오류라인,서울특별시 구로구 경인로 230-13,1995,218,27613.0,40.4,39.9,19.7,0.0,37.4966587,126.8470682
성수현대그린,서울특별시 성동구 뚝섬로3길 6,1994,219,26446.0,23.3,76.7,0.0,0.0,37.5407018,127.0504495
대림성원,서울특별시 영등포구 대림로 256,1995,220,31655.0,50.0,50.0,0.0,0.0,37.5037835,126.8965839
대원그린아파트,서울특별시 도봉구 방학로 212-11,1987,220,15229.0,100.0,0.0,0.0,0.0,37.6628505,127.0281276
등촌태진아름,서울특별시 강서구 등촌로53길 39,1995,221,27895.0,43.4,43.0,13.6,0.0,37.5493953,126.8616805
반포현대동궁,서울특별시 서초구 사평대로 154,1991,224,22638.0,0.0,100.0,0.0,0.0,37.5003957,127.0020963
천호한신,서울특별시 강동구 구천면로42길 16,1991,224,20137.0,62.1,37.9,0.0,0.0,37.5457708,127.1348466
방화신동아,서울특별시 강서구 방화대로37길 15,1995,224,24303.0,58.5,37.9,3.6,0.0,37.569926,126.8157168
상월곡우남,서울특별시 성북구 화랑로15길 4,1994,225,31233.0,42.2,32.9,14.2,10.7,37.6059521,127.0466414
신답극동아파트,서울특별시 동대문구 서울시립대로 5,1987,225,21653.0,53.3,20.0,26.7,0.0,37.5726992,127.0441344
신답경남아파트,서울특별시 동대문구 천호대로47길 62,1991,225,21968.0,26.7,73.3,0.0,0.0,37.5748075,127.0445899
명일현대,서울특별시 강동구 양재대로134길 87,1988,226,24362.0,61.9,38.1,0.0,0.0,37.5485038,127.1488477
가락상아1차,서울특별시 송파구 오금로 405,1984,226,44893.0,0.0,31.9,68.1,0.0,37.4985637,127.1353505
후암미주,서울특별시 용산구 후암로 71-1,1980,226,16910.0,0.0,100.0,0.0,0.0,37.55185,126.9757889
신동아아파트,서울특별시 용산구 보광로 14,1992,226,26776.0,0.0,100.0,0.0,0.0,37.5258366,127.0020509
송파호수임광,서울특별시 송파구 송파대로48길 29,1995,227,28268.0,52.4,47.6,0.0,0.0,37.5105889,127.1074518
제기경동미주,서울특별시 동대문구 정릉천동로 80,1977,228,24002.0,0.0,68.4,31.6,0.0,37.5792417,127.0355
화곡미성,서울특별시 강서구 초록마을로 176,1987,228,28382.0,0.0,62.3,37.7,0.0,37.5360506,126.8447262
상계금호타운,서울특별시 노원구 한글비석로46나길 10,1995,230,28844.0,0.0,100.0,0.0,0.0,37.6672856,127.0688307
도곡삼성,서울특별시 강남구 남부순환로379길 14,1994,231,22031.0,49.8,50.2,0.0,0.0,37.4887551,127.0469594
개포우성9차,서울특별시 강남구 개포로 311,1991,232,25406.0,0.0,100.0,0.0,0.0,37.4848288,127.057256
천호금호,서울특별시 강동구 양재대로 1557,1987,232,10138.0,100.0,0.0,0.0,0.0,37.5448169,127.142214
시흥성지,서울특별시 금천구 시흥대로51길 55,1986,233,23439.0,21.0,79.0,0.0,0.0,37.4509225,126.8979308
자양2차현대,서울특별시 광진구 뚝섬로34길 9,1995,235,28557.0,14.9,85.1,0.0,0.0,37.534323,127.070339
잠원현대,서울특별시 서초구 잠원로12길 4,1993,238,28092.0,0.0,100.0,0.0,0.0,37.518469,127.0127219
신성아파트,서울특별시 은평구 증산로15길 67-7,1988,238,22134.0,5.0,94.5,0.4,0.0,37.5897887,126.9050321
잠원녹원한신,서울특별시 서초구 잠원로4길 34-11,1995,240,28716.0,0.0,100.0,0.0,0.0,37.5120919,127.0113336
길동신동아3차,,1983,240,22705.0,0.0,45.0,55.0,0.0,37.541225,127.1481967
청량리현대,서울특별시 동대문구 약령시로21길 30,1987,241,29891.0,0.0,62.7,37.3,0.0,37.5850545,127.0463246
신반포한신19차,서울특별시 서초구 잠원로8길 20,1982,242,26752.0,0.0,31.8,68.2,0.0,37.5142264,127.0101762
동부이촌동우성,서울특별시 용산구 이촌로 193,1995,243,30398.0,63.0,7.4,29.6,0.0,37.5216674,126.9692144
개봉거성푸르뫼2차아피트,서울특별시 구로구 고척로 82,1994,245,35135.0,39.6,31.0,29.4,0.0,37.5001509,126.8437766
성수청구강변,서울특별시 성동구 둘레15길 7,1994,246,29906.0,14.6,85.4,0.0,0.0,37.5352521,127.0548812
역삼삼익,서울특별시 강남구 논현로 218,1983,247,34810.0,0.0,0.0,57.9,42.1,37.4907653,127.0421463
개봉거성푸르뫼1차,서울특별시 구로구 고척로 85,1993,249,32347.0,36.9,34.1,28.9,0.0,37.5009472,126.8434989
이촌왕궁,서울특별시 용산구 이촌로88길 15,1974,250,26757.0,0.0,0.0,100.0,0.0,37.5171632,126.9782605
낙성대현대,서울특별시 관악구 인헌길 68,1988,251,30142.0,0.0,64.1,0.0,35.9,37.4726586,126.965591
길음신안파크,서울특별시 성북구 길음로 141,1988,252,24091.0,0.0,100.0,0.0,0.0,37.614141,127.0159103
잠실한양3차,서울특별시 송파구 양재대로 1089,1985,252,36812.0,0.0,33.3,44.4,22.2,37.506177,127.1220009
한강삼익,서울특별시 용산구 이촌로 264,1979,252,33600.0,0.0,0.0,61.9,38.1,37.5184763,126.9760338
마곡신안,서울특별시 강서구 양천로30길 123-9,1993,253,27840.0,53.4,34.8,11.9,0.0,37.5681327,126.8229252
가락한신,서울특별시 송파구 송파대로 220,1993,256,30283.0,0.0,100.0,0.0,0.0,37.489685,127.1217367
구로우방,서울특별시 구로구 구일로 154-17,1993,256,30119.0,0.0,100.0,0.0,0.0,37.4976775,126.8743148
남서울건영아파트,서울특별시 금천구 시흥대로59길 35,1982,260,19701.0,45.0,30.0,25.0,0.0,37.452828,126.8986129
번동한양,서울특별시 강북구 한천로109길 69,1992,261,27489.0,0.0,100.0,0.0,0.0,37.626473,127.0417145
개포우성8차,서울특별시 강남구 개포로 411,1987,261,26746.0,0.0,100.0,0.0,0.0,37.48811,127.062288
우이동성원아파트,서울특별시 강북구 삼양로 658,1990,262,26616.0,0.0,100.0,0.0,0.0,37.6618442,127.0138641
목동대림2차,서울특별시 양천구 목동동로12길 23,1994,262,29448.0,0.0,100.0,0.0,0.0,37.523805,126.8746806
정릉산장,서울특별시 성북구 보국문로 167,1977,264,20147.0,83.3,16.7,0.0,0.0,37.6167473,127.0021957
가락우창,서울특별시 송파구 동남로24길 6,1985,264,34030.0,0.0,27.3,72.7,0.0,37.4995733,127.136295
쌍문경남,서울특별시 도봉구 도봉로129길 45-12,1988,264,18166.0,90.9,9.1,0.0,0.0,37.6548109,127.0351564
사당현대아파트,서울특별시 동작구 사당로17길 111,1991,265,28127.0,66.0,0.0,34.0,0.0,37.4883008,126.9702379
문래현대1차,서울특별시 영등포구 문래로4길 20,1986,264,25301.0,0.0,100.0,0.0,0.0,37.5195252,126.8828222
사근중앙하이츠,서울특별시 성동구 사근동길 67,1989,270,25046.0,0.0,100.0,0.0,0.0,37.5618375,127.0485864
신정쌍용,서울특별시 양천구 신목로 9,1992,270,29990.0,0.0,100.0,0.0,0.0,37.5181035,126.8758354
문래국화,서울특별시 영등포구 도림로 464,1983,270,32443.0,0.0,77.8,22.2,0.0,37.5163791,126.8927664
신대방한성,서울특별시 동작구 여의대방로10길 13,1995,272,33023.0,44.1,30.9,25.0,0.0,37.4956195,126.9149472
월계서광,서울특별시 노원구 마들로1길 44,1994,274,26724.0,38.0,62.0,0.0,0.0,37.6228503,127.0654107
풍납미성,서울특별시 송파구 풍성로 14,1985,275,35922.0,0.0,20.0,80.0,0.0,37.5341924,127.1137637
라이프미성,서울특별시 중랑구 용마산로129나길 101,1992,277,26167.0,70.4,29.6,0.0,0.0,37.6032755,127.0990429
성내현대,서울특별시 강동구 천호옛12길 27,1987,277,25854.0,61.0,39.0,0.0,0.0,37.5352413,127.1265528
신정청구아파트,서울특별시 양천구 신목로2길 11,1992,279,34218.0,0.0,100.0,0.0,0.0,37.5198784,126.874888
상도1동대림,서울특별시 동작구 상도로60길 20,1995,279,40787.0,0.0,100.0,0.0,0.0,37.5007481,126.9512393
신림미성,서울특별시 관악구 조원로2길 13,1982,280,25264.0,0.0,50.0,50.0,0.0,37.4824017,126.9034424
거여현대2차,서울특별시 송파구 오금로61길 20,1992,280,31297.0,0.0,100.0,0.0,0.0,37.4946337,127.1464076
대림현대2차,서울특별시 영등포구 도신로4길 6,1992,280,32405.0,0.0,100.0,0.0,0.0,37.5025492,126.8941884
문래현대5차아파트,서울특별시 영등포구 선유서로9길 5,1992,282,32901.0,0.0,100.0,0.0,0.0,37.5176163,126.8831609
신도림우성3차,서울특별시 구로구 신도림로21길 25,1993,284,30983.0,0.0,100.0,0.0,0.0,37.5130829,126.8843198
구로다솜금호,서울특별시 구로구 새말로16길 70,1995,285,33914.0,50.2,49.8,0.0,0.0,37.5026206,126.8918736
유원도봉아파트,서울특별시 도봉구 도봉로180길 50,1990,286,30256.0,0.0,100.0,0.0,0.0,37.6819705,127.0490413
쌍문현대3차,서울특별시 도봉구 우이천로38가길 32,1995,287,31677.0,0.0,100.0,0.0,0.0,37.6523384,127.0212039
잠원훼미리 아파트,서울특별시 서초구 잠원로 202-11,1992,288,33445.0,0.0,100.0,0.0,0.0,37.5192202,127.0146674
신사씨티,서울특별시 은평구 가좌로 391,1993,290,28789.0,72.4,27.6,0.0,0.0,37.6004103,126.9041738
고척한효,서울특별시 구로구 중앙로5길 24,1985,290,30277.0,0.0,100.0,0.0,0.0,37.5015238,126.861314
구로현대상선,서울특별시 구로구 구일로10길 53,1987,290,29758.0,0.0,100.0,0.0,0.0,37.4960424,126.8750782
응암우성,서울특별시 은평구 가좌로7나길 30,1988,292,32132.0,0.0,58.9,41.1,0.0,37.5840189,126.9175836
월계삼창,서울특별시 노원구 광운로2나길 50,1984,296,29122.0,56.8,16.2,27.0,0.0,37.6184379,127.0602548
사당제일,서울특별시 동작구 사당로16다길 57,1987,296,25717.0,0.0,100.0,0.0,0.0,37.4829384,126.96955
구로우성(1동),서울특별시 구로구 구일로8길 31,1995,296,32729.0,35.1,64.9,0.0,0.0,37.4947097,126.8722377
라이프 씨티아파트,서울특별시 은평구 갈현로3다길 15,1992,298,33141.0,23.5,76.5,0.0,0.0,37.6023882,126.9053464
송파성지,서울특별시 송파구 송이로12길 11,1992,298,33491.0,0.0,100.0,0.0,0.0,37.5000876,127.1171288
오금아남,서울특별시 송파구 성내천로6길 1-13,1992,299,28198.0,40.1,59.9,0.0,0.0,37.5028917,127.1361125
"서초현대1,2차",서울특별시 서초구 효령로72길 14,1989,413,43405.0,0.0,100.0,0.0,0.0,37.4909646,127.0199792
유원홍은,서울특별시 서대문구 홍은중앙로1길 33,1987,299,27283.0,30.4,69.6,0.0,0.0,37.5975121,126.9446692
목동건영,서울특별시 양천구 목동중앙본로22길 63,1994,299,36070.0,0.0,100.0,0.0,0.0,37.5419755,126.8728085
우면코오롱,서울특별시 서초구 바우뫼로 53,1994,300,29750.0,100.0,0.0,0.0,0.0,37.472602,127.0276672
거여현대3차,서울특별시 송파구 거마로 41,1993,303,34828.0,0.0,100.0,0.0,0.0,37.4968972,127.1449982
명일삼환아파트,서울특별시 강동구 고덕로62길 29,1992,306,36500.0,0.0,100.0,0.0,0.0,37.5536984,127.1538354
여의도목화,서울특별시 영등포구 여의나루로 126,1977,312,26867.0,15.4,19.2,65.4,0.0,37.52594,126.932655
양평현대2차,서울특별시 영등포구 선유동2로 29,1990,312,32405.0,0.0,100.0,0.0,0.0,37.5320347,126.8955806
중계현대2차(4동),서울특별시 노원구 한글비석로15길 51,1991,313,33705.0,0.0,100.0,0.0,0.0,37.6558928,127.0740064
석관중앙하이츠,서울특별시 성북구 한천로76길 73,1994,315,33227.0,52.4,47.6,0.0,0.0,37.611111,127.0667057
방배임광3차,서울특별시 서초구 방배로2길 24-5,1988,316,32700.0,24.1,63.3,12.7,0.0,37.4762582,127.0027232
신길우성5차,서울특별시 영등포구 도신로 100,1993,321,34004.0,0.0,100.0,0.0,0.0,37.5067447,126.9035366
압구정미성1차,서울특별시 강남구 압구정로11길 17,1982,322,72316.0,0.0,0.3,38.8,60.9,37.5254652,127.0207224
여의도수정,서울특별시 영등포구 국제금융로7길 1,1976,329,46979.0,0.0,26.4,0.6,72.9,37.5230829,126.9308314
우면동동고,서울특별시 서초구 바우뫼로7길 29,1995,330,37798.0,0.0,100.0,0.0,0.0,37.4713949,127.0237739
대학동현대(구신림9동),서울특별시 관악구 대학20길 27,1991,336,35204.0,0.0,100.0,0.0,0.0,37.4637542,126.9372307
수서동익,서울특별시 강남구 광평로39길 3,1993,330,37566.0,0.0,100.0,0.0,0.0,37.4856488,127.0964671
염창한마음삼성,서울특별시 강서구 양천로 637,1995,330,38610.0,45.5,54.5,0.0,0.0,37.554476,126.8682816
중계주공10단지,서울특별시 노원구 노원로22길 53,1995,330,26774.0,100.0,0.0,0.0,0.0,37.6481008,127.0733019
상계현대1차,서울특별시 노원구 동일로237길 41,1993,331,37639.0,0.0,100.0,0.0,0.0,37.6727905,127.0527596
목동우성,서울특별시 양천구 목동중앙로 143,1992,332,38412.0,0.0,100.0,0.0,0.0,37.5413035,126.8755033
잠실현대,서울특별시 송파구 백제고분로18길 7,1990,336,34058.0,0.0,100.0,0.0,0.0,37.503992,127.0853196
마곡현대1차,서울특별시 강서구 방화대로37길 26,1993,337,38713.0,11.6,88.4,0.0,0.0,37.570387,126.8143038
신림건영2차,서울특별시 관악구 난곡로35길 28-7,1988,338,27700.0,75.4,24.6,0.0,0.0,37.4707892,126.9168875
당산한양,서울특별시 영등포구 영신로 193,1986,338,34036.0,0.0,100.0,0.0,0.0,37.5254625,126.8997511
염창우성1차,서울특별시 강서구 양천로67길 77,1990,339,34719.0,0.0,100.0,0.0,0.0,37.5555744,126.8703134
효성아파트,서울특별시 노원구 화랑로 556,1995,340,39822.0,0.0,100.0,0.0,0.0,37.6206867,127.0886787
구로보광,서울특별시 구로구 가마산로 231,1984,340,31558.0,0.0,100.0,0.0,0.0,37.4952976,126.8852794
산업인,서울특별시 구로구 경인로47다길 43,1976,342,16660.0,96.5,0.0,3.5,0.0,37.5044786,126.8669946
면목두산2.3차,서울특별시 중랑구 면목로37길 58,1995,344,58890.0,0.0,72.1,27.9,0.0,37.5801261,127.0829987
구로우성,서울특별시 구로구 공원로6가길 67,1985,344,32929.0,30.5,52.0,17.4,0.0,37.5039735,126.8890278
방학거성학마을,서울특별시 도봉구 도당로 116,1994,347,43390.0,44.1,35.2,20.7,0.0,37.6665384,127.0396369
상계한신3차,서울특별시 노원구 한글비석로46가길 34,1990,348,34010.0,0.0,100.0,0.0,0.0,37.6662959,127.0675578
도봉서울가든,서울특별시 도봉구 도봉산길 35,1987,348,34513.0,0.0,100.0,0.0,0.0,37.6868254,127.0415817
염창신동아,서울특별시 강서구 양천로67길 32,1995,348,38942.0,50.6,49.4,0.0,0.0,37.5551935,126.869209
래미안당산1차아파트,서울특별시 영등포구 당산로54길 11,1995,348,43332.0,36.8,41.4,21.8,0.0,37.5343799,126.9059115
구의강변우성,서울특별시 광진구 구의강변로 42,1992,354,38674.0,0.0,100.0,0.0,0.0,37.5358159,127.0933387
둔촌프라자,서울특별시 강동구 천호대로 1240,1984,354,41989.0,0.0,49.2,50.8,0.0,37.535417,127.1482561
한강우성아파트,서울특별시 광진구 능동로1길 15,1993,355,41688.0,0.0,100.0,0.0,0.0,37.532579,127.0657325
안암대광,서울특별시 성북구 안암로9나길 14,1971,346,21534.0,83.2,16.5,0.3,0.0,37.5847251,127.0217182
염창태진한솔,서울특별시 강서구 공항대로71길 54,1994,356,37682.0,50.0,33.7,16.3,0.0,37.5488942,126.874488
강변아파트,서울특별시 서초구 잠원로 166-17,1987,360,35239.0,0.0,100.0,0.0,0.0,37.5178181,127.0122486
여의도은하,서울특별시 영등포구 63로 7,1974,360,47603.0,0.0,0.0,100.0,0.0,37.5187571,126.9352172
"광장삼성1,2차",서울특별시 광진구 아차산로 544,1987,360,34066.0,20.8,79.2,0.0,0.0,37.5426383,127.1020927
당산유원제일1차,서울특별시 영등포구 국회대로29길 13,1983,360,31942.0,47.2,52.8,0.0,0.0,37.530191,126.8955412
여의도삼익,서울특별시 영등포구 국제금융로 109,1974,360,47520.0,0.0,0.0,100.0,0.0,37.5198261,126.9343703
방학4단지신동아,서울특별시 도봉구 방학로 200,1995,361,39378.0,47.1,52.9,0.0,0.0,37.6628212,127.0296648
공릉우성,서울특별시 노원구 동일로198길 24,1995,363,46883.0,44.4,38.3,17.4,0.0,37.6285696,127.0727424
방배대우효령,서울특별시 서초구 효령로 84,1992,364,38506.0,0.0,100.0,0.0,0.0,37.4797613,126.9936334
대치쌍용2차,서울특별시 강남구 영동대로 220,1983,364,47180.0,0.0,38.5,61.5,0.0,37.4996197,127.0704457
문래공원한신,서울특별시 영등포구 문래로20길 14,1988,367,32777.0,61.3,38.7,0.0,0.0,37.5175814,126.8930031
대림아파트(녹번동),서울특별시 은평구 통일로 590,1993,370,48802.0,0.0,89.7,10.3,0.0,37.6001439,126.9370209
양평성원,서울특별시 영등포구 양평로17길 36,1993,372,46041.0,0.0,100.0,0.0,0.0,37.5343115,126.8934401
여의도공작,서울특별시 영등포구 여의대로6길 17,1976,373,44708.0,1.1,0.0,98.9,0.0,37.5265231,126.9298286
여의도진주,서울특별시 영등포구 국제금융로 108-6,1977,376,33447.0,41.5,35.1,23.4,0.0,37.5185166,126.9329842
성수한진타운,서울특별시 성동구 뚝섬로 312,1994,378,42564.0,50.3,49.7,0.0,0.0,37.541117,127.0453053
송파미성,서울특별시 송파구 오금로32길 10,1985,378,56766.0,11.1,14.8,44.4,29.6,37.5060284,127.1192987
현대아파트,서울특별시 은평구 가좌로 344,1994,380,44651.0,0.0,100.0,0.0,0.0,37.5979944,126.9069618
문래두산위브,서울특별시 영등포구 선유로9나길 8,1988,383,38376.0,0.0,100.0,0.0,0.0,37.5168776,126.8858207
신길삼성,서울특별시 영등포구 여의대방로 45,1984,384,30550.0,31.2,68.8,0.0,0.0,37.4963711,126.9112059
삼성홍실,서울특별시 강남구 영동대로128길 15,1981,384,49524.0,0.0,0.0,87.5,12.5,37.5199747,127.0596516
상계신동아,서울특별시 노원구 한글비석로52길 66,1995,385,48906.0,21.0,79.0,0.0,0.0,37.6674029,127.0675315
신길건영,서울특별시 영등포구 도림로 313,1985,386,44463.0,0.0,41.5,58.5,0.0,37.5042671,126.9009904
방화1단지(장미),서울특별시 강서구 양천로 125,1994,387,29739.0,100.0,0.0,0.0,0.0,37.5742114,126.8175777
성수동아,서울특별시 성동구 왕십리로 80-1,1983,390,34021.0,48.7,0.0,51.3,0.0,37.5442259,127.0454954
홍은풍림2차,서울특별시 서대문구 세검정로1길 35,1990,390,39447.0,52.1,40.3,7.7,0.0,37.5932796,126.943037
문래남성,서울특별시 영등포구 경인로77길 21,1983,390,32232.0,84.6,15.4,0.0,0.0,37.5126219,126.8915407
문래현대2차,서울특별시 영등포구 문래로4길 6,1987,390,31657.0,69.2,30.8,0.0,0.0,37.520444,126.882871
도곡우성아파트,서울특별시 강남구 남부순환로363길 49,1986,390,40311.0,0.0,100.0,0.0,0.0,37.488203,127.0371243
